"","doc_id","word","freq"
"587","doc14","game",3
"588","doc14","mutual",2
"589","doc14","experiment",3
"590","doc14","participant",3
"591","doc14","potential",1
"592","doc14","confound",2
"593","doc14","methodological",1
"594","doc14","issue",1
"595","doc14","result",1
"596","doc14","monetary",1
"597","doc14","belief",1
"598","doc14","actual",1
"599","doc14","true",1
"600","doc14","follow",2
"601","doc14","guess",2
"602","doc14","choice",1
"603","doc14","psycinfo",1
"604","doc14","database",1
"605","doc14","record",1
"606","doc14","apa",1
"607","doc14","rights",1
"608","doc15","effect",2
"609","doc15","simple",1
"610","doc15","relevant",1
"611","doc15","action",1
"612","doc15","partnership",2
"613","doc15","option",4
"614","doc15","relative",1
"615","doc15","distribution",1
"616","doc15","partner",2
"617","doc15","behavior",1
"618","doc15","human",1
"619","doc15","subject",1
"620","doc15","prisoner",1
"621","doc15","dilemma",1
"622","doc15","degree",1
"623","doc15","cooperation",3
"624","doc15","form",1
"625","doc15","punishment",1
"626","doc15","finding",1
"627","doc15","rate",1
"628","doc15","unaffected",1
"629","doc15","common",1
"630","doc15","selection",2
"631","doc15","punishmentsâ",2
"632","doc15","relationship",1
"633","doc15","defection",1
"634","doc15","walking",2
"635","doc15","awayâ",2
"636","doc15","individual",1
"637","doc15","rationality",1
"638","doc15","contrast",1
"639","doc15","symmetric",1
"640","doc15","result",1
"641","doc15","asymmetric",1
"642","doc15","stark",2
"643","doc15","potential",1
"644","doc15","low",1
"645","doc15","efficiency",1
"646","doc15","dependent",1
"647","doc15","precise",2
"648","doc15","division",1
"649","doc15","rule",1
"650","doc15","psycinfo",1
"651","doc15","database",1
"652","doc15","record",1
"653","doc15","apa",1
"654","doc15","rights",1
"655","doc16","possibility",1
"656","doc16","cooperation",3
"657","doc16","prisoner",1
"658","doc16","dilemma",1
"659","doc16","people",1
"660","doc16","voluntary",1
"661","doc16","enhancement",4
"662","doc16","vulnerability",5
"663","doc16","player",2
"664","doc16","effectiveness",1
"665","doc16","punishment",1
"666","doc16","gradual",2
"667","doc16","mechanism",3
"668","doc16","incremental",2
"669","doc16","choice",1
"670","doc16","leap",4
"671","doc16","experiment",1
"672","doc16","learn",1
"673","doc16","agreement",1
"674","doc16","theory",1
"675","doc16","subjects",1
"676","doc16","choose",1
"677","doc16","level",2
"678","doc16","mutual",1
"679","doc16","psycinfo",1
"680","doc16","database",1
"681","doc16","record",1
"682","doc16","apa",1
"683","doc16","rights",1
"684","doc17","experimental",2
"685","doc17","investigation",1
"686","doc17","fair",1
"687","doc17","rule",11
"688","doc17","preference",11
"689","doc17","effect",2
"690","doc17","anonymous",1
"691","doc17","cooperation",5
"692","doc17","hypothesis",1
"693","doc17","people",2
"694","doc17","degree",1
"695","doc17","inequality",5
"696","doc17","aversionâ",2
"697","doc17","equality",1
"698","doc17","mutual",1
"699","doc17","obligation",1
"700","doc17","social",1
"701","doc17","contract",1
"702","doc17","justified",2
"703","doc17","free",1
"704","doc17","rider",1
"705","doc17","behavior",3
"706","doc17","public",6
"707","doc17","game",6
"708","doc17","conditional",6
"709","doc17","cooperator",2
"710","doc17","contribution",3
"711","doc17","related",1
"712","doc17","chlaãÿ",2
"713","doc17","moffatt",2
"714","doc17","dictator",2
"715","doc17","experimenter",1
"716","doc17","demand",1
"717","doc17","economic",1
"718","doc17","research",1
"719","doc17","papers",2
"720","doc17","fischbacher",2
"721","doc17","econ",1
"722","doc17","rev",1
"723","doc17","option",1
"724","doc17","veto",4
"725","doc17","level",2
"726","doc17","ultimatum",1
"727","doc17","aversion",2
"728","doc17","stage",1
"729","doc17","experiment",2
"730","doc17","participant",1
"731","doc17","relationship",1
"732","doc17","cooperative",1
"733","doc17","reciprocal",1
"734","doc17","adjustment",4
"735","doc17","perspective",1
"736","doc17","result",1
"737","doc17","heterogeneous",1
"738","doc17","lab",1
"739","doc17","stronger",2
"740","doc17","probability",1
"741","doc17","individual",2
"742","doc17","sensitive",1
"743","doc17","contributions",1
"744","doc17","norm",1
"745","doc17","theory",1
"746","doc17","type",1
"747","doc17","explanation",1
"748","doc17","power",1
"749","doc17","psycinfo",1
"750","doc17","database",1
"751","doc17","record",1
"752","doc17","apa",1
"753","doc17","rights",1
"754","doc18","world",1
"755","doc18","successful",1
"756","doc18","cooperation",6
"757","doc18","people",2
"758","doc18","nation",2
"759","doc18","result",1
"760","doc18","comprehensive",2
"761","doc18","investigation",2
"762","doc18","crosssocietal",2
"763","doc18","shot",1
"764","doc18","prisoner",1
"765","doc18","dilemma",1
"766","doc18","population",1
"767","doc18","samples",1
"768","doc18","country",3
"769","doc18","crucial",1
"770","doc18","facilitator",2
"771","doc18","obstacle",1
"772","doc18","interaction",3
"773","doc18","mutual",1
"774","doc18","knowledge",1
"775","doc18","player",1
"776","doc18","nationality",2
"777","doc18","strong",1
"778","doc18","expectation",3
"779","doc18","level",1
"780","doc18","partner",2
"781","doc18","strongest",1
"782","doc18","determinant",1
"783","doc18","participant",2
"784","doc18","incorrect",1
"785","doc18","stereotype",1
"786","doc18","reality",1
"787","doc18","addition",1
"788","doc18","erroneous",2
"789","doc18","behavior",1
"790","doc18","social",2
"791","doc18","preference",2
"792","doc18","cross",1
"793","doc18","context",1
"794","doc18","difference",1
"795","doc18","wealth",1
"796","doc18","ingroup",1
"797","doc18","favoritism",1
"798","doc18","effect",1
"799","doc18","specific",1
"800","doc18","combination",1
"801","doc18","spatial",1
"802","doc18","distance",1
"803","doc18","psycinfo",1
"804","doc18","database",1
"805","doc18","record",1
"806","doc18","apa",1
"807","doc18","rights",1
"808","doc19","paper",1
"809","doc19","decision",2
"810","doc19","theory",2
"811","doc19","gilboa",2
"812","doc19","schmeidler",2
"813","doc19","econ",2
"814","doc19","aggregate",1
"815","doc19","dynamics",2
"816","doc19","cooperation",6
"817","doc19","prisoner",1
"818","doc19","dilemma",1
"819","doc19","experiment",2
"820","doc19","camera",2
"821","doc19","casari",2
"822","doc19","rev",1
"823","doc19","cbdt",4
"824","doc19","fit",2
"825","doc19","probit",2
"826","doc19","model",2
"827","doc19","time",1
"828","doc19","result",1
"829","doc19","human",1
"830","doc19","payoff",1
"831","doc19","mutual",2
"832","doc19","defection",1
"833","doc19","outcome",2
"834","doc19","confident",2
"835","doc19","fitting",2
"836","doc19","parameter",1
"837","doc19","circumstance",1
"838","doc19","detail",1
"839","doc19","easier",2
"840","doc19","prediction",1
"841","doc19","future",1
"842","doc19","period",1
"843","doc19","increase",1
"844","doc19","treatment",1
"845","doc19","history",1
"846","doc19","observe",1
"847","doc19","identitie",1
"848","doc19","application",2
"849","doc19","strategic",1
"850","doc19","context",2
"851","doc19","empirical",1
"852","doc19","test",1
"853","doc19","standard",1
"854","doc19","error",1
"855","doc19","agent",1
"856","doc19","psycinfo",1
"857","doc19","database",1
"858","doc19","record",1
"859","doc19","apa",1
"860","doc19","rights",1
"861","doc20","separate",1
"862","doc20","body",1
"863","doc20","culture",1
"864","doc20","affect",1
"865","doc20","cooperation",4
"866","doc20","economic",1
"867","doc20","game",2
"868","doc20","cooperative",6
"869","doc20","noncooperative",2
"870","doc20","decision",5
"871","doc20","relationship",1
"872","doc20","time",2
"873","doc20","american",3
"874","doc20","indian",5
"875","doc20","subject",9
"876","doc20","series",1
"877","doc20","dynamic",1
"878","doc20","social",2
"879","doc20","network",1
"880","doc20","experiment",1
"881","doc20","public",1
"882","doc20","session",1
"883","doc20","total",1
"884","doc20","country",1
"885","doc20","round",2
"886","doc20","subjects",1
"887","doc20","neighbor",3
"888","doc20","majority",2
"889","doc20","defect",2
"890","doc20","true",1
"891","doc20","environment",3
"892","doc20","defection",1
"893","doc20","faster",2
"894","doc20","set",1
"895","doc20","result",1
"896","doc20","cultural",1
"897","doc20","background",1
"898","doc20","real",1
"899","doc20","life",1
"900","doc20","speed",2
"901","doc20","online",1
"902","doc20","psycinfo",1
"903","doc20","database",1
"904","doc20","record",1
"905","doc20","apa",1
"906","doc20","rights",1
"907","doc21","association",2
"908","doc21","conditional",2
"909","doc21","cooperation",2
"910","doc21","betrayal",4
"911","doc21","aversion",4
"912","doc21","phenomena",2
"913","doc21","share",1
"914","doc21","common",1
"915","doc21","psychological",1
"916","doc21","characteristic",1
"917","doc21","previous",1
"918","doc21","literature",1
"919","doc21","public",1
"920","doc21","game",1
"921","doc21","subject",2
"922","doc21","type",1
"923","doc21","contribution",1
"924","doc21","preference",1
"925","doc21","category",1
"926","doc21","study",1
"927","doc21","method",1
"928","doc21","standard",3
"929","doc21","elicitation",1
"930","doc21","monetary",1
"931","doc21","incentive",1
"932","doc21","scenario",2
"933","doc21","measure",4
"934","doc21","concern",1
"935","doc21","strong",1
"936","doc21","robust",1
"937","doc21","evidence",1
"938","doc21","psycinfo",1
"939","doc21","database",1
"940","doc21","record",1
"941","doc21","apa",1
"942","doc21","rights",1
"943","doc22","cooperation",8
"944","doc22","pervasive",1
"945","doc22","core",1
"946","doc22","behavioral",2
"947","doc22","principle",1
"948","doc22","human",1
"949","doc22","social",2
"950","doc22","life",1
"951","doc22","previous",1
"952","doc22","study",2
"953","doc22","mutual",6
"954","doc22","reward",1
"955","doc22","related",1
"956","doc22","brain",1
"957","doc22","region",1
"958","doc22","ventral",4
"959","doc22","striatum",4
"960","doc22","orbitofrontal",3
"961","doc22","cortex",3
"962","doc22","functional",1
"963","doc22","magnetic",1
"964","doc22","resonance",1
"965","doc22","loss",6
"966","doc22","context",10
"967","doc22","neural",2
"968","doc22","response",1
"969","doc22","female",1
"970","doc22","participant",4
"971","doc22","series",1
"972","doc22","shot",2
"973","doc22","prisoner",1
"974","doc22","dilemma",1
"975","doc22","game",1
"976","doc22","partner",1
"977","doc22","gain",3
"978","doc22","sum",1
"979","doc22","money",1
"980","doc22","interaction",3
"981","doc22","choice",1
"982","doc22","result",1
"983","doc22","half",1
"984","doc22","experiment",1
"985","doc22","trials",1
"986","doc22","level",2
"987","doc22","positive",1
"988","doc22","emotion",1
"989","doc22","stronger",2
"990","doc22","activity",1
"991","doc22","outcome",1
"992","doc22","activation",2
"993","doc22","data",1
"994","doc22","preference",1
"995","doc22","experience",1
"996","doc22","cooperative",1
"997","doc22","association",1
"998","doc22","psycinfo",1
"999","doc22","database",1
"1000","doc22","record",1
"1001","doc22","apa",1
"1002","doc22","rights",1
"1003","doc23","successful",1
"1004","doc23","navigation",2
"1005","doc23","complex",1
"1006","doc23","social",8
"1007","doc23","world",1
"1008","doc23","capability",1
"1009","doc23","relative",2
"1010","doc23","status",1
"1011","doc23","comparison",5
"1012","doc23","processis",1
"1013","doc23","importance",2
"1014","doc23","interaction",2
"1015","doc23","standing",2
"1016","doc23","behavior",3
"1017","doc23","study",1
"1018","doc23","detail",1
"1019","doc23","interpersonal",1
"1020","doc23","decision",3
"1021","doc23","aspect",1
"1022","doc23","cooperative",4
"1023","doc23","means",1
"1024","doc23","cooperation",1
"1025","doc23","provision",1
"1026","doc23","public",2
"1027","doc23","vital",2
"1028","doc23","society",1
"1029","doc23","performance",1
"1030","doc23","rankings",4
"1031","doc23","reaction",1
"1032","doc23","time",1
"1033","doc23","task",1
"1034","doc23","game",1
"1035","doc23","pgg",2
"1036","doc23","finding",1
"1037","doc23","individual",1
"1038","doc23","bottom",2
"1039","doc23","rank",1
"1040","doc23","effect",3
"1041","doc23","subsequent",1
"1042","doc23","player",1
"1043","doc23","stronger",1
"1044","doc23","orientation",1
"1045","doc23","summary",1
"1046","doc23","research",1
"1047","doc23","process",1
"1048","doc23","daily",1
"1049","doc23","psycinfo",1
"1050","doc23","database",1
"1051","doc23","record",1
"1052","doc23","apa",1
"1053","doc23","rights",1
"1054","doc24","public",3
"1055","doc24","game",3
"1056","doc24","lab",2
"1057","doc24","quintessential",2
"1058","doc24","model",1
"1059","doc24","social",1
"1060","doc24","dilemma",1
"1061","doc24","mechanism",2
"1062","doc24","cooperation",3
"1063","doc24","linear",2
"1064","doc24","voluntary",1
"1065","doc24","contribution",2
"1066","doc24","communication",2
"1067","doc24","costly",1
"1068","doc24","punishment",1
"1069","doc24","bonus",2
"1070","doc24","fines",2
"1071","doc24","experiment",1
"1072","doc24","central",2
"1073","doc24","obstacle",1
"1074","doc24","efficiend",2
"1075","doc24","provision",1
"1076","doc24","individual",1
"1077","doc24","private",1
"1078","doc24","demand",3
"1079","doc24","consumption",1
"1080","doc24","ability",1
"1081","doc24","authority",1
"1082","doc24","optimal",1
"1083","doc24","behavior",1
"1084","doc24","standard",2
"1085","doc24","heterogeneous",1
"1086","doc24","incentive",1
"1087","doc24","assessment",1
"1088","doc24","richer",2
"1089","doc24","environment",1
"1090","doc24","baseline",1
"1091","doc24","similar",1
"1092","doc24","sanction",1
"1093","doc24","weak",1
"1094","doc24","ineffective",1
"1095","doc24","subject",1
"1096","doc24","opportunity",1
"1097","doc24","observable",1
"1098","doc24","fine",2
"1099","doc24","scheme",1
"1100","doc24","effective",1
"1101","doc24","low",1
"1102","doc24","demander",2
"1103","doc24","equilibrium",1
"1104","doc24","psycinfo",1
"1105","doc24","database",1
"1106","doc24","record",1
"1107","doc24","apa",1
"1108","doc24","rights",1
"1109","doc25","evolution",1
"1110","doc25","human",2
"1111","doc25","cooperativeness",1
"1112","doc25","cooptation",2
"1113","doc25","behavioral",1
"1114","doc25","strategy",1
"1115","doc25","solve",1
"1116","doc25","coordination",3
